0.000	60.000	10.000	10.000	10.000	10.000	26.557	24.547	27.086	21.475	25.012
3.076	60.000	10.000	10.000	10.000	10.000	26.713	24.166	26.641	21.006	24.719
6.156	60.000	10.000	10.000	10.000	10.000	26.791	24.420	26.768	22.491	25.187
9.240	60.000	10.000	10.000	10.000	10.000	27.026	24.673	27.403	21.709	25.246
12.326	60.000	10.000	10.000	10.000	10.000	28.041	25.054	27.593	22.256	25.480
15.380	60.000	10.000	10.000	10.000	10.000	28.510	25.435	28.101	22.959	26.125
18.452	60.000	10.000	10.000	10.000	10.000	29.604	25.880	28.546	23.819	26.711
21.520	60.000	10.000	10.000	10.000	10.000	30.385	26.197	29.371	23.819	26.887
24.596	60.000	10.000	10.000	10.000	10.000	31.713	26.578	29.752	24.678	28.000
27.680	60.000	10.000	10.000	10.000	10.000	33.276	27.720	30.513	25.928	28.586
30.735	60.000	10.000	10.000	10.000	10.000	34.291	28.228	31.021	26.397	28.879
33.799	60.000	10.000	10.000	10.000	10.000	35.073	28.736	31.910	27.256	29.465
36.871	60.000	10.000	10.000	10.000	10.000	35.854	29.688	32.672	28.194	30.578
39.939	60.000	10.000	10.000	10.000	10.000	37.573	30.323	33.306	28.584	30.988
43.015	60.000	10.000	10.000	10.000	10.000	38.198	30.196	33.751	30.225	31.984
46.095	60.000	10.000	10.000	10.000	10.000	39.057	31.021	34.576	30.381	32.629
49.146	60.000	10.000	10.000	10.000	10.000	39.994	31.339	35.084	31.319	33.215
52.214	60.000	10.000	10.000	10.000	10.000	40.698	31.846	35.782	31.944	33.977
55.282	60.000	10.000	10.000	10.000	10.000	41.323	32.672	36.036	32.491	34.387
58.350	60.000	10.000	10.000	10.000	10.000	42.494	32.989	36.544	33.350	34.738
61.426	60.000	10.000	10.000	10.000	10.000	42.807	33.179	37.051	33.819	35.090
64.507	60.000	10.000	10.000	10.000	10.000	43.041	33.560	37.305	34.131	35.559
67.561	60.000	10.000	10.000	10.000	10.000	43.823	33.814	37.623	34.600	36.145
70.633	60.000	10.000	10.000	10.000	10.000	44.057	34.639	38.194	34.053	36.613
73.701	60.000	10.000	10.000	10.000	10.000	44.682	34.576	38.448	35.538	36.613
76.777	60.000	10.000	10.000	10.000	10.000	45.073	34.512	38.575	36.241	37.023
79.857	60.000	10.000	10.000	10.000	10.000	45.385	34.766	38.892	36.788	37.141
82.925	60.000	10.000	10.000	10.000	10.000	45.932	35.211	39.083	36.709	37.375
85.984	60.000	10.000	10.000	10.000	10.000	46.088	35.274	39.337	37.100	37.434
89.056	60.000	10.000	10.000	10.000	10.000	46.479	35.655	39.464	37.803	37.961
92.136	60.000	10.000	10.000	10.000	10.000	46.401	35.845	39.844	37.725	37.902
95.216	60.000	10.000	10.000	10.000	10.000	46.713	36.036	40.289	37.881	38.137
98.313	60.000	10.000	10.000	10.000	10.000	47.182	36.417	40.352	38.897	38.488
101.364	60.000	10.000	10.000	10.000	10.000	47.416	36.290	40.352	39.053	38.723
104.424	60.000	10.000	10.000	10.000	10.000	47.260	36.671	40.289	40.225	38.957
107.487	60.000	10.000	10.000	10.000	10.000	47.573	36.544	40.606	40.069	39.250
110.567	60.000	10.000	10.000	10.000	10.000	47.729	36.797	40.923	40.694	39.426
113.648	60.000	10.000	10.000	10.000	10.000	48.354	37.242	41.241	40.694	39.660
116.732	60.000	10.000	10.000	10.000	10.000	48.588	37.242	41.558	41.006	39.777
119.787	60.000	10.000	10.000	10.000	10.000	48.588	37.178	41.749	41.788	40.070
122.859	60.000	10.000	10.000	10.000	10.000	48.979	37.559	41.749	42.491	39.953
125.927	60.000	10.000	10.000	10.000	10.000	48.666	37.496	41.876	42.256	40.187
129.003	60.000	10.000	10.000	10.000	10.000	49.369	37.559	41.876	42.647	40.363
132.083	60.000	10.000	10.000	10.000	10.000	49.682	37.750	42.066	42.881	40.598
135.168	60.000	10.000	10.000	10.000	10.000	49.526	37.813	42.320	43.428	40.773
138.222	60.000	10.000	10.000	10.000	10.000	49.994	38.067	42.701	43.350	40.832
141.290	60.000	10.000	10.000	10.000	10.000	49.838	37.813	42.510	43.428	41.125
144.370	60.000	10.000	10.000	10.000	10.000	49.916	38.004	42.955	43.584	41.125
147.450	60.000	10.000	10.000	10.000	10.000	50.307	38.131	42.891	43.506	41.125
150.534	60.000	10.000	10.000	10.000	10.000	49.838	38.384	42.828	43.975	41.418
153.590	60.000	10.000	10.000	10.000	10.000	50.619	38.575	43.145	43.975	41.477
156.650	60.000	10.000	10.000	10.000	10.000	50.698	38.321	43.209	44.053	41.594
159.713	60.000	10.000	10.000	10.000	10.000	50.619	38.511	43.336	44.288	41.828
162.793	60.000	10.000	10.000	10.000	10.000	50.463	38.321	43.272	44.366	41.770
165.873	60.000	10.000	10.000	10.000	10.000	51.323	38.956	43.653	44.366	41.887
168.958	60.000	10.000	10.000	10.000	10.000	51.166	38.892	43.463	44.678	41.828
172.013	60.000	10.000	10.000	10.000	10.000	50.932	38.829	43.589	44.756	41.828
175.085	60.000	10.000	10.000	10.000	10.000	50.854	38.892	43.526	44.131	42.004
178.153	60.000	10.000	10.000	10.000	10.000	51.166	38.765	43.907	45.069	41.887
181.225	60.000	10.000	10.000	10.000	10.000	51.557	38.956	43.653	45.459	42.121
184.301	60.000	10.000	10.000	10.000	10.000	51.323	38.956	44.224	45.772	42.355
187.386	60.000	10.000	10.000	10.000	10.000	51.323	38.829	44.034	45.538	42.238
190.436	60.000	10.000	10.000	10.000	10.000	51.401	38.892	44.161	45.616	42.473
193.508	60.000	10.000	10.000	10.000	10.000	51.401	39.590	43.970	45.850	42.180
196.592	60.000	10.000	10.000	10.000	10.000	51.244	39.337	44.224	45.538	42.355
199.676	60.000	10.000	10.000	10.000	10.000	51.557	39.464	44.097	46.006	42.473
202.760	60.000	10.000	10.000	10.000	10.000	52.026	39.527	43.907	45.772	42.707
205.816	60.000	10.000	10.000	10.000	10.000	51.948	39.527	44.415	46.084	42.648
208.876	60.000	10.000	10.000	10.000	10.000	51.948	39.590	44.415	46.084	42.707
211.939	60.000	10.000	10.000	10.000	10.000	52.026	39.844	44.732	46.397	42.883
215.019	60.000	10.000	10.000	10.000	10.000	52.182	39.527	44.732	46.319	43.059
218.099	60.000	10.000	10.000	10.000	10.000	51.713	39.844	44.796	46.319	42.707
221.184	60.000	10.000	10.000	10.000	10.000	52.338	39.273	45.049	45.616	42.824
