0.000	60.000	10.000	10.000	10.000	10.000	0.000	45.776	39.590	0.000	41.685	39.991	38.605
3.052	60.000	10.000	10.000	10.000	10.000	0.000	44.994	38.511	0.000	41.114	39.756	38.547
6.103	60.000	10.000	10.000	10.000	10.000	0.000	44.135	37.432	0.000	40.416	39.131	37.844
9.172	60.000	10.000	10.000	10.000	10.000	0.000	43.432	36.734	0.000	39.844	37.881	37.316
12.232	60.000	10.000	10.000	10.000	10.000	0.000	43.198	36.226	0.000	38.956	37.803	37.316
15.302	60.000	10.000	10.000	10.000	10.000	0.000	43.119	36.099	0.000	38.829	38.819	37.141
18.383	60.000	10.000	10.000	10.000	10.000	0.000	43.588	35.972	0.000	39.019	37.569	37.023
21.434	60.000	10.000	10.000	10.000	10.000	0.000	43.432	35.782	0.000	39.083	37.959	37.082
24.485	60.000	10.000	10.000	10.000	10.000	0.000	44.526	35.909	0.000	38.956	39.209	37.258
27.554	60.000	10.000	10.000	10.000	10.000	0.000	45.151	35.909	0.000	39.654	38.975	37.492
30.618	60.000	10.000	10.000	10.000	10.000	0.000	45.463	36.607	0.000	39.654	40.303	37.785
33.693	60.000	10.000	10.000	10.000	10.000	0.000	46.244	36.734	0.000	39.908	38.975	38.371
36.774	60.000	10.000	10.000	10.000	10.000	0.000	46.791	37.115	0.000	40.225	40.225	38.723
39.820	60.000	10.000	10.000	10.000	10.000	0.000	47.416	37.242	0.000	40.797	40.538	38.957
42.876	60.000	10.000	10.000	10.000	10.000	0.000	47.651	37.369	0.000	40.860	41.631	39.426
45.944	60.000	10.000	10.000	10.000	10.000	0.000	48.666	37.813	0.000	41.431	42.022	39.719
49.020	60.000	10.000	10.000	10.000	10.000	0.000	48.979	38.067	0.000	41.622	41.866	40.187
52.095	60.000	10.000	10.000	10.000	10.000	0.000	49.057	38.575	0.000	42.130	42.725	40.363
55.163	60.000	10.000	10.000	10.000	10.000	0.000	49.916	38.575	0.000	41.622	43.194	40.656
58.223	60.000	10.000	10.000	10.000	10.000	0.000	50.073	38.829	0.000	42.256	43.428	41.008
61.279	60.000	10.000	10.000	10.000	10.000	0.000	50.307	39.273	0.000	42.637	43.819	41.184
64.351	60.000	10.000	10.000	10.000	10.000	0.000	50.854	39.083	0.000	42.701	43.975	41.359
67.422	60.000	10.000	10.000	10.000	10.000	0.000	50.776	39.273	0.000	43.018	44.600	41.535
70.499	60.000	10.000	10.000	10.000	10.000	0.000	51.010	39.273	0.000	43.336	45.069	41.945
73.545	60.000	10.000	10.000	10.000	10.000	0.000	51.323	39.717	0.000	43.589	45.381	42.004
76.609	60.000	10.000	10.000	10.000	10.000	0.000	51.713	39.908	0.000	43.463	44.991	42.121
79.665	60.000	10.000	10.000	10.000	10.000	0.000	51.948	39.654	0.000	43.589	45.616	42.590
82.737	60.000	10.000	10.000	10.000	10.000	0.000	52.494	39.908	0.000	43.780	45.694	42.707
85.808	60.000	10.000	10.000	10.000	10.000	0.000	52.494	40.352	0.000	43.907	46.006	42.531
88.885	60.000	10.000	10.000	10.000	10.000	0.000	52.260	40.162	0.000	43.843	45.772	42.766
91.944	60.000	10.000	10.000	10.000	10.000	0.000	52.729	40.098	0.000	44.224	46.163	42.941
94.999	60.000	10.000	10.000	10.000	10.000	0.000	52.494	40.797	0.000	44.224	46.006	43.059
98.072	60.000	10.000	10.000	10.000	10.000	0.000	52.807	40.543	0.000	43.970	46.709	42.824
101.140	60.000	10.000	10.000	10.000	10.000	0.000	52.807	40.416	0.000	43.970	46.241	42.648
104.211	60.000	10.000	10.000	10.000	10.000	0.000	52.416	40.733	0.000	44.351	46.553	43.117
107.292	60.000	10.000	10.000	10.000	10.000	0.000	53.198	40.479	0.000	44.478	45.616	43.059
110.338	60.000	10.000	10.000	10.000	10.000	0.000	53.354	40.606	0.000	44.669	46.788	43.176
113.406	60.000	10.000	10.000	10.000	10.000	0.000	53.510	40.860	0.000	44.415	46.084	43.176
116.467	60.000	10.000	10.000	10.000	10.000	0.000	53.666	41.050	0.000	44.161	46.163	43.117
119.538	60.000	10.000	10.000	10.000	10.000	0.000	53.744	41.114	0.000	44.415	46.397	43.293
122.617	60.000	10.000	10.000	10.000	10.000	0.000	53.276	41.177	0.000	44.415	46.397	43.176
125.665	60.000	10.000	10.000	10.000	10.000	0.000	53.432	40.987	0.000	44.415	46.397	43.234
128.720	60.000	10.000	10.000	10.000	10.000	0.000	53.432	40.987	0.000	44.288	46.709	43.527
131.789	60.000	10.000	10.000	10.000	10.000	0.000	53.119	41.241	0.000	44.605	46.709	43.234
134.853	60.000	10.000	10.000	10.000	10.000	0.000	53.432	41.050	0.000	44.796	46.709	43.469
137.928	60.000	10.000	10.000	10.000	10.000	0.000	53.588	41.241	0.000	44.351	46.866	43.117
141.009	60.000	10.000	10.000	10.000	10.000	0.000	53.744	41.241	0.000	44.542	46.475	43.410
144.055	60.000	10.000	10.000	10.000	10.000	0.000	54.213	41.114	0.000	44.732	46.866	43.469
147.111	60.000	10.000	10.000	10.000	10.000	0.000	53.666	40.923	0.000	44.796	46.866	43.762
150.175	60.000	10.000	10.000	10.000	10.000	0.000	53.901	41.304	0.000	44.732	46.709	43.469
153.247	60.000	10.000	10.000	10.000	10.000	0.000	53.901	41.241	0.000	45.049	47.569	43.762
156.322	60.000	10.000	10.000	10.000	10.000	0.000	54.369	41.177	0.000	45.367	47.647	43.469
159.403	60.000	10.000	10.000	10.000	10.000	0.000	54.448	40.923	0.000	45.494	47.491	43.879
162.462	60.000	10.000	10.000	10.000	10.000	0.000	53.666	41.304	0.000	45.113	46.788	43.586
165.517	60.000	10.000	10.000	10.000	10.000	0.000	54.057	41.304	0.000	45.049	47.413	44.055
168.590	60.000	10.000	10.000	10.000	10.000	0.000	53.901	41.241	0.000	45.303	47.022	43.645
171.658	60.000	10.000	10.000	10.000	10.000	0.000	54.057	41.749	0.000	45.176	47.256	43.586
174.733	60.000	10.000	10.000	10.000	10.000	0.000	54.369	41.749	0.000	45.176	47.178	43.234
177.797	60.000	10.000	10.000	10.000	10.000	0.000	54.526	41.876	0.000	45.113	47.178	43.586
180.848	60.000	10.000	10.000	10.000	10.000	0.000	53.823	41.812	0.000	44.922	47.022	43.586
183.900	60.000	10.000	10.000	10.000	10.000	0.000	54.291	42.193	0.000	44.986	47.178	43.762
186.972	60.000	10.000	10.000	10.000	10.000	0.000	54.369	41.685	0.000	44.796	47.491	43.762
190.043	60.000	10.000	10.000	10.000	10.000	0.000	54.135	41.749	0.000	44.922	47.022	43.703
193.124	60.000	10.000	10.000	10.000	10.000	0.000	54.526	41.876	0.000	44.986	47.100	43.703
196.179	60.000	10.000	10.000	10.000	10.000	0.000	54.291	42.003	0.000	44.669	46.944	43.645
199.234	60.000	10.000	10.000	10.000	10.000	0.000	54.448	42.130	0.000	44.796	47.334	43.762
